,Lat,Lon,Time.Range,Vessel.ID,Flag,Vessel.Name,Entry.Timestamp,Exit.Timestamp,Gear.Type,Vessel.Type,MMSI,IMO,CallSign,First.Transmission.Date,Last.Transmission.Date,Apparent.Fishing.Hours,vessel_record_id,shipname,n_shipname,n_callsign,imo,flag,first_timestamp,last_timestamp,geartype,length_m,tonnage_gt,engine_power_kw,is_fishing,is_carrier,is_bunker
1,3.08,-90.05,2019-08-23,d6834e731-1d82-ef82-8af4-021d62028522,PAN,B/P-EL MARQUEZ,2019-08-23 14:00:00,2019-08-23 21:00:00,tuna_purse_seines,Fishing,371775000,7515652,HO3272,2019-06-07 14:59:42,2023-07-24 15:10:16,0.86,IATTC-3010|IMO-7515652|PAN-30927-05-E,EL MARQUEZ,ELMARQUEZ,HO3272,7515652,PAN,2019-07-16 17:18:58 UTC,2022-06-24 16:36:49 UTC,tuna_purse_seines,41.5,650,716.2,true,false,false
2,2.39,-88.56,2019-09-25,e23da25df-f3ea-fb90-7a53-ec07fcb805f0,VEN,DON FRANCESCO,2019-09-24 23:00:00,2019-09-28 12:00:00,tuna_purse_seines,Fishing,775615000,7827471,YYJT,2014-11-07 20:24:33,2023-08-13 23:05:11,0.41,IATTC-3232|ICCAT-AT000VEN00064|IMO-7827471,DON FRANCESCO,DONFRANCESCO,YYJT,7827471,VEN,2014-11-09 02:08:26 UTC,2022-06-30 21:19:38 UTC,tuna_purse_seines,61.8,969.5,2684.5,true,false,false
3,2.39,-88.55,2019-09-25,e23da25df-f3ea-fb90-7a53-ec07fcb805f0,VEN,DON FRANCESCO,2019-09-24 23:00:00,2019-09-28 12:00:00,tuna_purse_seines,Fishing,775615000,7827471,YYJT,2014-11-07 20:24:33,2023-08-13 23:05:11,1.19,IATTC-3232|ICCAT-AT000VEN00064|IMO-7827471,DON FRANCESCO,DONFRANCESCO,YYJT,7827471,VEN,2014-11-09 02:08:26 UTC,2022-06-30 21:19:38 UTC,tuna_purse_seines,61.8,969.5,2684.5,true,false,false
4,2.42,-88.4,2019-09-25,e23da25df-f3ea-fb90-7a53-ec07fcb805f0,VEN,DON FRANCESCO,2019-09-24 23:00:00,2019-09-28 12:00:00,tuna_purse_seines,Fishing,775615000,7827471,YYJT,2014-11-07 20:24:33,2023-08-13 23:05:11,2.68,IATTC-3232|ICCAT-AT000VEN00064|IMO-7827471,DON FRANCESCO,DONFRANCESCO,YYJT,7827471,VEN,2014-11-09 02:08:26 UTC,2022-06-30 21:19:38 UTC,tuna_purse_seines,61.8,969.5,2684.5,true,false,false
5,1.87,-92.73,2019-11-17,5492ba40f-f759-b307-9b3e-8fcfb761a9ba,ECU,JULIA D,2019-07-10 23:00:00,2019-12-28 20:00:00,tuna_purse_seines,Fishing,735057620,6723599,HC4566,2018-07-17 21:40:25,2022-04-09 18:26:15,1,IATTC-3820|IMO-6723599,JULIAD,JULIAD,HC4566,6723599,ECU,2018-09-03 19:51:54 UTC,2021-12-23 11:50:38 UTC,tuna_purse_seines,62.2,1189,1777.7,true,false,false
6,1.75,-92.74,2019-11-18,5492ba40f-f759-b307-9b3e-8fcfb761a9ba,ECU,JULIA D,2019-07-10 23:00:00,2019-12-28 20:00:00,tuna_purse_seines,Fishing,735057620,6723599,HC4566,2018-07-17 21:40:25,2022-04-09 18:26:15,10.83,IATTC-3820|IMO-6723599,JULIAD,JULIAD,HC4566,6723599,ECU,2018-09-03 19:51:54 UTC,2021-12-23 11:50:38 UTC,tuna_purse_seines,62.2,1189,1777.7,true,false,false
7,1.74,-92.69,2019-11-17,5492ba40f-f759-b307-9b3e-8fcfb761a9ba,ECU,JULIA D,2019-07-10 23:00:00,2019-12-28 20:00:00,tuna_purse_seines,Fishing,735057620,6723599,HC4566,2018-07-17 21:40:25,2022-04-09 18:26:15,0.34,IATTC-3820|IMO-6723599,JULIAD,JULIAD,HC4566,6723599,ECU,2018-09-03 19:51:54 UTC,2021-12-23 11:50:38 UTC,tuna_purse_seines,62.2,1189,1777.7,true,false,false
8,0.65,-92.6,2019-11-17,98f5b0cec-cc69-5536-5b02-d0d911671568,ECU,DONA CHULE,2019-01-01 19:00:00,2019-12-31 00:00:00,tuna_purse_seines,Fishing,735059025,0,HC:2866,2017-08-07 19:54:20,2023-08-13 23:58:37,0.24,IATTC-3724|IMO-7369663,DONACHULE,DONACHULE,HC2866,7369663,ECU,2017-08-09 04:16:32 UTC,2022-06-30 22:07:23 UTC,tuna_purse_seines,51.6,779,2141,true,false,false
9,1.94,-89.72,2019-12-16,98f5b0cec-cc69-5536-5b02-d0d911671568,ECU,DONA CHULE,2019-01-01 19:00:00,2019-12-31 00:00:00,tuna_purse_seines,Fishing,735059025,0,HC:2866,2017-08-07 19:54:20,2023-08-13 23:58:37,0.03,IATTC-3724|IMO-7369663,DONACHULE,DONACHULE,HC2866,7369663,ECU,2017-08-09 04:16:32 UTC,2022-06-30 22:07:23 UTC,tuna_purse_seines,51.6,779,2141,true,false,false
10,0.26,-92.51,2019-12-23,e4a4e2a23-38f2-2ac5-4674-61db7360e7b4,PAN,TIUNA,2019-10-30 03:00:00,2019-12-23 12:00:00,tuna_purse_seines,Fishing,352419000,8102892,HO-2865,2012-01-05 02:14:42,2023-07-16 00:01:56,0.99,IATTC-3997|IMO-8102892|PAN-30473-PEXT-F-8,TIUNA,TIUNA,HO2865,8102892,PAN,2012-04-19 06:13:51 UTC,2022-06-16 22:26:55 UTC,tuna_purse_seines,65.7,1329,2685.6,true,false,false
11,2.6,-91.27,2019-12-13,e4a4e2a23-38f2-2ac5-4674-61db7360e7b4,PAN,TIUNA,2019-10-30 03:00:00,2019-12-23 12:00:00,tuna_purse_seines,Fishing,352419000,8102892,HO-2865,2012-01-05 02:14:42,2023-07-16 00:01:56,1.02,IATTC-3997|IMO-8102892|PAN-30473-PEXT-F-8,TIUNA,TIUNA,HO2865,8102892,PAN,2012-04-19 06:13:51 UTC,2022-06-16 22:26:55 UTC,tuna_purse_seines,65.7,1329,2685.6,true,false,false
12,3.02,-89.97,2019-08-23,d6834e731-1d82-ef82-8af4-021d62028522,PAN,B/P-EL MARQUEZ,2019-08-23 14:00:00,2019-08-23 21:00:00,tuna_purse_seines,Fishing,371775000,7515652,HO3272,2019-06-07 14:59:42,2023-07-24 15:10:16,0.93,IATTC-3010|IMO-7515652|PAN-30927-05-E,EL MARQUEZ,ELMARQUEZ,HO3272,7515652,PAN,2019-07-16 17:18:58 UTC,2022-06-24 16:36:49 UTC,tuna_purse_seines,41.5,650,716.2,true,false,false
13,2.58,-88.69,2019-09-28,e23da25df-f3ea-fb90-7a53-ec07fcb805f0,VEN,DON FRANCESCO,2019-09-24 23:00:00,2019-09-28 12:00:00,tuna_purse_seines,Fishing,775615000,7827471,YYJT,2014-11-07 20:24:33,2023-08-13 23:05:11,1.18,IATTC-3232|ICCAT-AT000VEN00064|IMO-7827471,DON FRANCESCO,DONFRANCESCO,YYJT,7827471,VEN,2014-11-09 02:08:26 UTC,2022-06-30 21:19:38 UTC,tuna_purse_seines,61.8,969.5,2684.5,true,false,false
14,2.62,-88.66,2019-09-28,e23da25df-f3ea-fb90-7a53-ec07fcb805f0,VEN,DON FRANCESCO,2019-09-24 23:00:00,2019-09-28 12:00:00,tuna_purse_seines,Fishing,775615000,7827471,YYJT,2014-11-07 20:24:33,2023-08-13 23:05:11,0.47,IATTC-3232|ICCAT-AT000VEN00064|IMO-7827471,DON FRANCESCO,DONFRANCESCO,YYJT,7827471,VEN,2014-11-09 02:08:26 UTC,2022-06-30 21:19:38 UTC,tuna_purse_seines,61.8,969.5,2684.5,true,false,false
15,2.38,-88.74,2019-09-26,e23da25df-f3ea-fb90-7a53-ec07fcb805f0,VEN,DON FRANCESCO,2019-09-24 23:00:00,2019-09-28 12:00:00,tuna_purse_seines,Fishing,775615000,7827471,YYJT,2014-11-07 20:24:33,2023-08-13 23:05:11,0.44,IATTC-3232|ICCAT-AT000VEN00064|IMO-7827471,DON FRANCESCO,DONFRANCESCO,YYJT,7827471,VEN,2014-11-09 02:08:26 UTC,2022-06-30 21:19:38 UTC,tuna_purse_seines,61.8,969.5,2684.5,true,false,false
16,2.34,-88.58,2019-09-26,e23da25df-f3ea-fb90-7a53-ec07fcb805f0,VEN,DON FRANCESCO,2019-09-24 23:00:00,2019-09-28 12:00:00,tuna_purse_seines,Fishing,775615000,7827471,YYJT,2014-11-07 20:24:33,2023-08-13 23:05:11,2.1,IATTC-3232|ICCAT-AT000VEN00064|IMO-7827471,DON FRANCESCO,DONFRANCESCO,YYJT,7827471,VEN,2014-11-09 02:08:26 UTC,2022-06-30 21:19:38 UTC,tuna_purse_seines,61.8,969.5,2684.5,true,false,false
17,2.21,-92.68,2019-11-04,98f5b0cec-cc69-5536-5b02-d0d911671568,ECU,DONA CHULE,2019-01-01 19:00:00,2019-12-31 00:00:00,tuna_purse_seines,Fishing,735059025,0,HC:2866,2017-08-07 19:54:20,2023-08-13 23:58:37,0.55,IATTC-3724|IMO-7369663,DONACHULE,DONACHULE,HC2866,7369663,ECU,2017-08-09 04:16:32 UTC,2022-06-30 22:07:23 UTC,tuna_purse_seines,51.6,779,2141,true,false,false
18,2.25,-92.5,2019-11-05,98f5b0cec-cc69-5536-5b02-d0d911671568,ECU,DONA CHULE,2019-01-01 19:00:00,2019-12-31 00:00:00,tuna_purse_seines,Fishing,735059025,0,HC:2866,2017-08-07 19:54:20,2023-08-13 23:58:37,0.6,IATTC-3724|IMO-7369663,DONACHULE,DONACHULE,HC2866,7369663,ECU,2017-08-09 04:16:32 UTC,2022-06-30 22:07:23 UTC,tuna_purse_seines,51.6,779,2141,true,false,false
19,0.38,-92.62,2019-12-11,be544857f-fc4d-10cc-6052-c113745a20ca,USA,ISABELLA,2019-10-17 16:00:00,2019-12-11 11:00:00,tuna_purse_seines,Fishing,369576000,1212240,WDE5192,2018-01-20 22:44:07,2020-12-03 11:56:23,0.97,FFA-35726|IATTC-14413|IMO-8111465|USA-1212240|WCPFC-9057,ISABELLA,ISABELLA,WDE5192,8111465,USA,2018-01-20 23:36:05 UTC,2022-05-15 09:01:00 UTC,tuna_purse_seines,65.1,1539,2817,true,false,false
20,0.23,-92.5,2019-12-23,e4a4e2a23-38f2-2ac5-4674-61db7360e7b4,PAN,TIUNA,2019-10-30 03:00:00,2019-12-23 12:00:00,tuna_purse_seines,Fishing,352419000,8102892,HO-2865,2012-01-05 02:14:42,2023-07-16 00:01:56,2.01,IATTC-3997|IMO-8102892|PAN-30473-PEXT-F-8,TIUNA,TIUNA,HO2865,8102892,PAN,2012-04-19 06:13:51 UTC,2022-06-16 22:26:55 UTC,tuna_purse_seines,65.7,1329,2685.6,true,false,false
21,2.33,-88.57,2019-09-26,e23da25df-f3ea-fb90-7a53-ec07fcb805f0,VEN,DON FRANCESCO,2019-09-24 23:00:00,2019-09-28 12:00:00,tuna_purse_seines,Fishing,775615000,7827471,YYJT,2014-11-07 20:24:33,2023-08-13 23:05:11,0.93,IATTC-3232|ICCAT-AT000VEN00064|IMO-7827471,DON FRANCESCO,DONFRANCESCO,YYJT,7827471,VEN,2014-11-09 02:08:26 UTC,2022-06-30 21:19:38 UTC,tuna_purse_seines,61.8,969.5,2684.5,true,false,false
22,2.42,-88.42,2019-09-25,e23da25df-f3ea-fb90-7a53-ec07fcb805f0,VEN,DON FRANCESCO,2019-09-24 23:00:00,2019-09-28 12:00:00,tuna_purse_seines,Fishing,775615000,7827471,YYJT,2014-11-07 20:24:33,2023-08-13 23:05:11,1.03,IATTC-3232|ICCAT-AT000VEN00064|IMO-7827471,DON FRANCESCO,DONFRANCESCO,YYJT,7827471,VEN,2014-11-09 02:08:26 UTC,2022-06-30 21:19:38 UTC,tuna_purse_seines,61.8,969.5,2684.5,true,false,false
23,2.95,-91,2019-10-29,1cbc7c6f8-8553-179b-d070-30e4e4ac5c87,ECU,EASTERN PACIFIC,2019-10-26 00:00:00,2019-12-17 09:00:00,tuna_purse_seines,Fishing,735058843,0,HC-5181,2018-01-05 19:44:03,2023-08-13 23:53:43,1.34,IATTC-208|IMO-6602240,EASTERNPACIFIC,EASTERNPACIFIC,HC5181,6602240,ECU,2018-01-05 20:09:35 UTC,2022-06-29 12:06:04 UTC,tuna_purse_seines,44,552.5,1333.4,true,false,false
24,2.54,-92.28,2019-10-24,98f5b0cec-cc69-5536-5b02-d0d911671568,ECU,DONA CHULE,2019-01-01 19:00:00,2019-12-31 00:00:00,tuna_purse_seines,Fishing,735059025,0,HC:2866,2017-08-07 19:54:20,2023-08-13 23:58:37,2.06,IATTC-3724|IMO-7369663,DONACHULE,DONACHULE,HC2866,7369663,ECU,2017-08-09 04:16:32 UTC,2022-06-30 22:07:23 UTC,tuna_purse_seines,51.6,779,2141,true,false,false
25,1.22,-92.87,2019-11-13,5492ba40f-f759-b307-9b3e-8fcfb761a9ba,ECU,JULIA D,2019-07-10 23:00:00,2019-12-28 20:00:00,tuna_purse_seines,Fishing,735057620,6723599,HC4566,2018-07-17 21:40:25,2022-04-09 18:26:15,0.92,IATTC-3820|IMO-6723599,JULIAD,JULIAD,HC4566,6723599,ECU,2018-09-03 19:51:54 UTC,2021-12-23 11:50:38 UTC,tuna_purse_seines,62.2,1189,1777.7,true,false,false
26,1.8,-92.73,2019-11-17,5492ba40f-f759-b307-9b3e-8fcfb761a9ba,ECU,JULIA D,2019-07-10 23:00:00,2019-12-28 20:00:00,tuna_purse_seines,Fishing,735057620,6723599,HC4566,2018-07-17 21:40:25,2022-04-09 18:26:15,1.26,IATTC-3820|IMO-6723599,JULIAD,JULIAD,HC4566,6723599,ECU,2018-09-03 19:51:54 UTC,2021-12-23 11:50:38 UTC,tuna_purse_seines,62.2,1189,1777.7,true,false,false
27,1.12,-92.8,2019-11-13,5492ba40f-f759-b307-9b3e-8fcfb761a9ba,ECU,JULIA D,2019-07-10 23:00:00,2019-12-28 20:00:00,tuna_purse_seines,Fishing,735057620,6723599,HC4566,2018-07-17 21:40:25,2022-04-09 18:26:15,0.37,IATTC-3820|IMO-6723599,JULIAD,JULIAD,HC4566,6723599,ECU,2018-09-03 19:51:54 UTC,2021-12-23 11:50:38 UTC,tuna_purse_seines,62.2,1189,1777.7,true,false,false
28,2.25,-92.51,2019-11-05,98f5b0cec-cc69-5536-5b02-d0d911671568,ECU,DONA CHULE,2019-01-01 19:00:00,2019-12-31 00:00:00,tuna_purse_seines,Fishing,735059025,0,HC:2866,2017-08-07 19:54:20,2023-08-13 23:58:37,0.39,IATTC-3724|IMO-7369663,DONACHULE,DONACHULE,HC2866,7369663,ECU,2017-08-09 04:16:32 UTC,2022-06-30 22:07:23 UTC,tuna_purse_seines,51.6,779,2141,true,false,false
29,0.56,-92.65,2019-11-17,98f5b0cec-cc69-5536-5b02-d0d911671568,ECU,DONA CHULE,2019-01-01 19:00:00,2019-12-31 00:00:00,tuna_purse_seines,Fishing,735059025,0,HC:2866,2017-08-07 19:54:20,2023-08-13 23:58:37,0.47,IATTC-3724|IMO-7369663,DONACHULE,DONACHULE,HC2866,7369663,ECU,2017-08-09 04:16:32 UTC,2022-06-30 22:07:23 UTC,tuna_purse_seines,51.6,779,2141,true,false,false
30,2.69,-89.81,2019-12-23,98f5b0cec-cc69-5536-5b02-d0d911671568,ECU,DONA CHULE,2019-01-01 19:00:00,2019-12-31 00:00:00,tuna_purse_seines,Fishing,735059025,0,HC:2866,2017-08-07 19:54:20,2023-08-13 23:58:37,0.47,IATTC-3724|IMO-7369663,DONACHULE,DONACHULE,HC2866,7369663,ECU,2017-08-09 04:16:32 UTC,2022-06-30 22:07:23 UTC,tuna_purse_seines,51.6,779,2141,true,false,false
31,1.95,-89.73,2019-12-16,98f5b0cec-cc69-5536-5b02-d0d911671568,ECU,DONA CHULE,2019-01-01 19:00:00,2019-12-31 00:00:00,tuna_purse_seines,Fishing,735059025,0,HC:2866,2017-08-07 19:54:20,2023-08-13 23:58:37,1.05,IATTC-3724|IMO-7369663,DONACHULE,DONACHULE,HC2866,7369663,ECU,2017-08-09 04:16:32 UTC,2022-06-30 22:07:23 UTC,tuna_purse_seines,51.6,779,2141,true,false,false
32,2.48,-91.47,2019-12-13,e4a4e2a23-38f2-2ac5-4674-61db7360e7b4,PAN,TIUNA,2019-10-30 03:00:00,2019-12-23 12:00:00,tuna_purse_seines,Fishing,352419000,8102892,HO-2865,2012-01-05 02:14:42,2023-07-16 00:01:56,1.12,IATTC-3997|IMO-8102892|PAN-30473-PEXT-F-8,TIUNA,TIUNA,HO2865,8102892,PAN,2012-04-19 06:13:51 UTC,2022-06-16 22:26:55 UTC,tuna_purse_seines,65.7,1329,2685.6,true,false,false
33,2.61,-91.27,2019-12-13,e4a4e2a23-38f2-2ac5-4674-61db7360e7b4,PAN,TIUNA,2019-10-30 03:00:00,2019-12-23 12:00:00,tuna_purse_seines,Fishing,352419000,8102892,HO-2865,2012-01-05 02:14:42,2023-07-16 00:01:56,0.7,IATTC-3997|IMO-8102892|PAN-30473-PEXT-F-8,TIUNA,TIUNA,HO2865,8102892,PAN,2012-04-19 06:13:51 UTC,2022-06-16 22:26:55 UTC,tuna_purse_seines,65.7,1329,2685.6,true,false,false
34,2.4,-90.59,2019-07-08,bd54134ca-ac4d-2723-3d47-7b3898435a1d,PAN,BARAKA,2019-07-08 01:00:00,2019-07-09 04:00:00,tuna_purse_seines,Fishing,371759000,8103107,HO-4222,2012-02-06 15:38:22,2023-07-21 16:34:01,0.84,IATTC-3685|IMO-8103107|PAN-32239-06-B,BARAKA,BARAKA,HO4222,8103107,PAN,2012-08-01 15:09:25 UTC,2022-05-07 20:53:48 UTC,tuna_purse_seines,66.7,1091.1,2686.3,true,false,false
35,2.32,-90.35,2019-07-08,bd54134ca-ac4d-2723-3d47-7b3898435a1d,PAN,BARAKA,2019-07-08 01:00:00,2019-07-09 04:00:00,tuna_purse_seines,Fishing,371759000,8103107,HO-4222,2012-02-06 15:38:22,2023-07-21 16:34:01,0.73,IATTC-3685|IMO-8103107|PAN-32239-06-B,BARAKA,BARAKA,HO4222,8103107,PAN,2012-08-01 15:09:25 UTC,2022-05-07 20:53:48 UTC,tuna_purse_seines,66.7,1091.1,2686.3,true,false,false
36,2.98,-90.05,2019-08-23,d6834e731-1d82-ef82-8af4-021d62028522,PAN,B/P-EL MARQUEZ,2019-08-23 14:00:00,2019-08-23 21:00:00,tuna_purse_seines,Fishing,371775000,7515652,HO3272,2019-06-07 14:59:42,2023-07-24 15:10:16,1.01,IATTC-3010|IMO-7515652|PAN-30927-05-E,EL MARQUEZ,ELMARQUEZ,HO3272,7515652,PAN,2019-07-16 17:18:58 UTC,2022-06-24 16:36:49 UTC,tuna_purse_seines,41.5,650,716.2,true,false,false
37,2.57,-88.7,2019-09-28,e23da25df-f3ea-fb90-7a53-ec07fcb805f0,VEN,DON FRANCESCO,2019-09-24 23:00:00,2019-09-28 12:00:00,tuna_purse_seines,Fishing,775615000,7827471,YYJT,2014-11-07 20:24:33,2023-08-13 23:05:11,0.94,IATTC-3232|ICCAT-AT000VEN00064|IMO-7827471,DON FRANCESCO,DONFRANCESCO,YYJT,7827471,VEN,2014-11-09 02:08:26 UTC,2022-06-30 21:19:38 UTC,tuna_purse_seines,61.8,969.5,2684.5,true,false,false
38,2.52,-88.75,2019-09-28,e23da25df-f3ea-fb90-7a53-ec07fcb805f0,VEN,DON FRANCESCO,2019-09-24 23:00:00,2019-09-28 12:00:00,tuna_purse_seines,Fishing,775615000,7827471,YYJT,2014-11-07 20:24:33,2023-08-13 23:05:11,0.43,IATTC-3232|ICCAT-AT000VEN00064|IMO-7827471,DON FRANCESCO,DONFRANCESCO,YYJT,7827471,VEN,2014-11-09 02:08:26 UTC,2022-06-30 21:19:38 UTC,tuna_purse_seines,61.8,969.5,2684.5,true,false,false
39,1.94,-89.59,2019-10-30,e4a4e2a23-38f2-2ac5-4674-61db7360e7b4,PAN,TIUNA,2019-10-30 03:00:00,2019-12-23 12:00:00,tuna_purse_seines,Fishing,352419000,8102892,HO-2865,2012-01-05 02:14:42,2023-07-16 00:01:56,0.99,IATTC-3997|IMO-8102892|PAN-30473-PEXT-F-8,TIUNA,TIUNA,HO2865,8102892,PAN,2012-04-19 06:13:51 UTC,2022-06-16 22:26:55 UTC,tuna_purse_seines,65.7,1329,2685.6,true,false,false
40,1.8,-93,2019-11-03,48c111349-9660-9e9f-8119-a0ac59529dce,ECU,SANSUN  RANGER,2019-11-03 13:00:00,2019-11-03 15:00:00,tuna_purse_seines,Fishing,735057841,7120201,HC2977,2018-08-08 01:44:01,2020-08-28 20:02:12,1.9,IATTC-3952|IMO-7120201,SANSUNRANGER,SANSUNRANGER,HC2977,7120201,ECU,2018-08-08 15:30:00 UTC,2021-11-19 08:34:40 UTC,tuna_purse_seines,65.1,1434.7,2685.6,true,false,false
41,1.21,-92.87,2019-11-13,5492ba40f-f759-b307-9b3e-8fcfb761a9ba,ECU,JULIA D,2019-07-10 23:00:00,2019-12-28 20:00:00,tuna_purse_seines,Fishing,735057620,6723599,HC4566,2018-07-17 21:40:25,2022-04-09 18:26:15,1.04,IATTC-3820|IMO-6723599,JULIAD,JULIAD,HC4566,6723599,ECU,2018-09-03 19:51:54 UTC,2021-12-23 11:50:38 UTC,tuna_purse_seines,62.2,1189,1777.7,true,false,false
42,1.85,-92.74,2019-11-17,5492ba40f-f759-b307-9b3e-8fcfb761a9ba,ECU,JULIA D,2019-07-10 23:00:00,2019-12-28 20:00:00,tuna_purse_seines,Fishing,735057620,6723599,HC4566,2018-07-17 21:40:25,2022-04-09 18:26:15,1.02,IATTC-3820|IMO-6723599,JULIAD,JULIAD,HC4566,6723599,ECU,2018-09-03 19:51:54 UTC,2021-12-23 11:50:38 UTC,tuna_purse_seines,62.2,1189,1777.7,true,false,false
43,1.78,-92.71,2019-11-17,5492ba40f-f759-b307-9b3e-8fcfb761a9ba,ECU,JULIA D,2019-07-10 23:00:00,2019-12-28 20:00:00,tuna_purse_seines,Fishing,735057620,6723599,HC4566,2018-07-17 21:40:25,2022-04-09 18:26:15,0.85,IATTC-3820|IMO-6723599,JULIAD,JULIAD,HC4566,6723599,ECU,2018-09-03 19:51:54 UTC,2021-12-23 11:50:38 UTC,tuna_purse_seines,62.2,1189,1777.7,true,false,false
44,1.37,-92.76,2019-11-16,5492ba40f-f759-b307-9b3e-8fcfb761a9ba,ECU,JULIA D,2019-07-10 23:00:00,2019-12-28 20:00:00,tuna_purse_seines,Fishing,735057620,6723599,HC4566,2018-07-17 21:40:25,2022-04-09 18:26:15,0.06,IATTC-3820|IMO-6723599,JULIAD,JULIAD,HC4566,6723599,ECU,2018-09-03 19:51:54 UTC,2021-12-23 11:50:38 UTC,tuna_purse_seines,62.2,1189,1777.7,true,false,false
45,0.99,-92.82,2019-11-13,98f5b0cec-cc69-5536-5b02-d0d911671568,ECU,DONA CHULE,2019-01-01 19:00:00,2019-12-31 00:00:00,tuna_purse_seines,Fishing,735059025,0,HC:2866,2017-08-07 19:54:20,2023-08-13 23:58:37,0.63,IATTC-3724|IMO-7369663,DONACHULE,DONACHULE,HC2866,7369663,ECU,2017-08-09 04:16:32 UTC,2022-06-30 22:07:23 UTC,tuna_purse_seines,51.6,779,2141,true,false,false
46,0.61,-92.7,2019-11-16,98f5b0cec-cc69-5536-5b02-d0d911671568,ECU,DONA CHULE,2019-01-01 19:00:00,2019-12-31 00:00:00,tuna_purse_seines,Fishing,735059025,0,HC:2866,2017-08-07 19:54:20,2023-08-13 23:58:37,0.97,IATTC-3724|IMO-7369663,DONACHULE,DONACHULE,HC2866,7369663,ECU,2017-08-09 04:16:32 UTC,2022-06-30 22:07:23 UTC,tuna_purse_seines,51.6,779,2141,true,false,false
47,0.59,-92.59,2019-11-17,98f5b0cec-cc69-5536-5b02-d0d911671568,ECU,DONA CHULE,2019-01-01 19:00:00,2019-12-31 00:00:00,tuna_purse_seines,Fishing,735059025,0,HC:2866,2017-08-07 19:54:20,2023-08-13 23:58:37,1.96,IATTC-3724|IMO-7369663,DONACHULE,DONACHULE,HC2866,7369663,ECU,2017-08-09 04:16:32 UTC,2022-06-30 22:07:23 UTC,tuna_purse_seines,51.6,779,2141,true,false,false
48,0.69,-92.71,2019-11-12,e9281cbbc-c453-a79c-a008-1b061cfd1678,PAN,CONNIE JEAN TWO,2019-11-12 21:00:00,2019-11-13 02:00:00,tuna_purse_seines,Fishing,351813000,670703800,HC06801,2018-11-30 19:28:08,2023-07-22 01:04:41,3.04,IATTC-3781|IMO-6707038|PAN-43991-12-B,CONNIE JEAN TWO,CONNIEJEAN2,HO6801,6707038,PAN,2018-11-29 21:55:31 UTC,2022-01-26 21:12:17 UTC,tuna_purse_seines,41.6,595,1129.8,true,false,false
49,1.59,-92.77,2019-12-28,5492ba40f-f759-b307-9b3e-8fcfb761a9ba,ECU,JULIA D,2019-07-10 23:00:00,2019-12-28 20:00:00,tuna_purse_seines,Fishing,735057620,6723599,HC4566,2018-07-17 21:40:25,2022-04-09 18:26:15,4.67,IATTC-3820|IMO-6723599,JULIAD,JULIAD,HC4566,6723599,ECU,2018-09-03 19:51:54 UTC,2021-12-23 11:50:38 UTC,tuna_purse_seines,62.2,1189,1777.7,true,false,false
50,0.34,-92.56,2019-12-23,e4a4e2a23-38f2-2ac5-4674-61db7360e7b4,PAN,TIUNA,2019-10-30 03:00:00,2019-12-23 12:00:00,tuna_purse_seines,Fishing,352419000,8102892,HO-2865,2012-01-05 02:14:42,2023-07-16 00:01:56,0.99,IATTC-3997|IMO-8102892|PAN-30473-PEXT-F-8,TIUNA,TIUNA,HO2865,8102892,PAN,2012-04-19 06:13:51 UTC,2022-06-16 22:26:55 UTC,tuna_purse_seines,65.7,1329,2685.6,true,false,false
51,2,-92.65,2019-01-01,98f5b0cec-cc69-5536-5b02-d0d911671568,ECU,DONA CHULE,2019-01-01 19:00:00,2019-12-31 00:00:00,tuna_purse_seines,Fishing,735059025,0,HC:2866,2017-08-07 19:54:20,2023-08-13 23:58:37,0.35,IATTC-3724|IMO-7369663,DONACHULE,DONACHULE,HC2866,7369663,ECU,2017-08-09 04:16:32 UTC,2022-06-30 22:07:23 UTC,tuna_purse_seines,51.6,779,2141,true,false,false
52,2.49,-90.83,2019-07-08,bd54134ca-ac4d-2723-3d47-7b3898435a1d,PAN,BARAKA,2019-07-08 01:00:00,2019-07-09 04:00:00,tuna_purse_seines,Fishing,371759000,8103107,HO-4222,2012-02-06 15:38:22,2023-07-21 16:34:01,1.63,IATTC-3685|IMO-8103107|PAN-32239-06-B,BARAKA,BARAKA,HO4222,8103107,PAN,2012-08-01 15:09:25 UTC,2022-05-07 20:53:48 UTC,tuna_purse_seines,66.7,1091.1,2686.3,true,false,false
53,2.42,-90.66,2019-07-08,bd54134ca-ac4d-2723-3d47-7b3898435a1d,PAN,BARAKA,2019-07-08 01:00:00,2019-07-09 04:00:00,tuna_purse_seines,Fishing,371759000,8103107,HO-4222,2012-02-06 15:38:22,2023-07-21 16:34:01,0.91,IATTC-3685|IMO-8103107|PAN-32239-06-B,BARAKA,BARAKA,HO4222,8103107,PAN,2012-08-01 15:09:25 UTC,2022-05-07 20:53:48 UTC,tuna_purse_seines,66.7,1091.1,2686.3,true,false,false
54,2.55,-88.72,2019-09-28,e23da25df-f3ea-fb90-7a53-ec07fcb805f0,VEN,DON FRANCESCO,2019-09-24 23:00:00,2019-09-28 12:00:00,tuna_purse_seines,Fishing,775615000,7827471,YYJT,2014-11-07 20:24:33,2023-08-13 23:05:11,0.81,IATTC-3232|ICCAT-AT000VEN00064|IMO-7827471,DON FRANCESCO,DONFRANCESCO,YYJT,7827471,VEN,2014-11-09 02:08:26 UTC,2022-06-30 21:19:38 UTC,tuna_purse_seines,61.8,969.5,2684.5,true,false,false
