,Lat,Lon,Time.Range,Vessel.ID,Flag,Vessel.Name,Entry.Timestamp,Exit.Timestamp,Gear.Type,Vessel.Type,MMSI,IMO,CallSign,First.Transmission.Date,Last.Transmission.Date,Apparent.Fishing.Hours,vessel_record_id,shipname,n_shipname,n_callsign,imo,flag,first_timestamp,last_timestamp,geartype,length_m,tonnage_gt,engine_power_kw,is_fishing,is_carrier,is_bunker
1116,1.11,-92.76,2020-10-31,1d00c9d9b-b30c-3360-69c5-e8ff331fd15d,ECU,CLAUDIA L,2020-10-31 01:00:00,2020-10-31 15:00:00,tuna_purse_seines,Fishing,735058899,897452000,HC5229,2020-09-17 21:24:20,2021-09-24 15:47:23,0.99,IATTC-3277|IMO-8974520,CLAUDIA L,CLAUDIAL,HC5229,8974520,ECU,2020-09-17 21:55:12 UTC,2022-04-03 16:47:35 UTC,tuna_purse_seines,43.3,723.8,1309.5,true,false,false
1117,0.47,-92.69,2020-10-29,4b8c24129-9b39-2a07-2ef2-5f25101bd04a,ECU,SOUTHERN QUEEN,2020-10-16 12:00:00,2020-12-30 13:00:00,tuna_purse_seines,Fishing,735057551,7309003,HC2304,2020-03-03 14:37:19,2023-07-19 06:41:57,0.2,IATTC-2806|IMO-7309003,SOUTHERN QUEEN,SOUTHERNQUEEN,HC2304,7309003,ECU,2020-03-03 15:10:13 UTC,2021-08-05 17:47:30 UTC,purse_seines,36.8,250.7,705.7,true,false,false
1118,1.35,-92.72,2020-10-28,649b81b3d-d8c6-59a0-cb70-e9e220734d2d,ECU,DOMENICA L,2020-10-21 16:00:00,2020-12-07 03:00:00,tuna_purse_seines,Fishing,735057650,800088600,HC2877,2020-09-17 19:31:41,2021-12-30 18:26:40,1,IATTC-3385|IMO-8000886,DOMENICAL,DOMENICAL,HC2877,8000886,ECU,2020-09-17 19:55:33 UTC,2022-06-30 22:56:25 UTC,tuna_purse_seines,34.6,320.8,982.1,true,false,false
1119,1.16,-92.75,2020-10-29,649b81b3d-d8c6-59a0-cb70-e9e220734d2d,ECU,DOMENICA L,2020-10-21 16:00:00,2020-12-07 03:00:00,tuna_purse_seines,Fishing,735057650,800088600,HC2877,2020-09-17 19:31:41,2021-12-30 18:26:40,1.04,IATTC-3385|IMO-8000886,DOMENICAL,DOMENICAL,HC2877,8000886,ECU,2020-09-17 19:55:33 UTC,2022-06-30 22:56:25 UTC,tuna_purse_seines,34.6,320.8,982.1,true,false,false
1120,2.37,-91.47,2020-10-15,7231660d5-5ffb-7f07-0097-6537662182b3,ECU,TARQUI,2020-07-13 16:00:00,2020-10-19 17:00:00,tuna_purse_seines,Fishing,735057554,7325162,HC2615,2019-05-18 21:36:18,2023-08-13 23:09:57,0.64,IATTC-3706|IMO-7325162,TARQUI,TARQUI,HC2615,7325162,ECU,2019-06-02 21:23:08 UTC,2022-04-23 22:45:59 UTC,tuna_purse_seines,31.4,372.5,NA,true,false,false
1121,2.34,-92.56,2020-10-27,7409c55aa-a4f0-a2bb-656a-ee1f553a7d8d,VEN,LA ROSA MISTICA,2020-08-29 12:00:00,2020-11-02 14:00:00,tuna_purse_seines,Fishing,775626000,7342304,YYJV,2013-08-23 22:56:20,2020-12-02 18:45:26,1.01,IATTC-3244|ICCAT-AT000VEN00070|IMO-7342304|PAN-52429-PEXT,LA ROSA MISTICA,LAROSAMISTICA,YYJV,7342304,VEN,2013-08-24 01:37:34 UTC,2020-12-02 18:37:32 UTC,tuna_purse_seines,61.3,903.3,1908.8,true,false,false
1122,1.45,-92.81,2020-10-31,7409c55aa-a4f0-a2bb-656a-ee1f553a7d8d,VEN,LA ROSA MISTICA,2020-08-29 12:00:00,2020-11-02 14:00:00,tuna_purse_seines,Fishing,775626000,7342304,YYJV,2013-08-23 22:56:20,2020-12-02 18:45:26,0.85,IATTC-3244|ICCAT-AT000VEN00070|IMO-7342304|PAN-52429-PEXT,LA ROSA MISTICA,LAROSAMISTICA,YYJV,7342304,VEN,2013-08-24 01:37:34 UTC,2020-12-02 18:37:32 UTC,tuna_purse_seines,61.3,903.3,1908.8,true,false,false
1123,2.67,-92.03,2020-10-14,8f9216109-91c8-57cf-7bf2-198fe36b0bee,ECU,FIORELLA L,2020-10-14 04:00:00,2020-10-29 09:00:00,tuna_purse_seines,Fishing,735057790,741547400,HC2453,2020-08-01 14:07:46,2023-08-10 11:49:30,0.99,IATTC-3610|IMO-7415474,FIORELLA L,FIORELLAL,HC2453,7415474,ECU,2020-09-29 19:59:21 UTC,2022-06-30 22:00:12 UTC,tuna_purse_seines,39.4,476.4,982.1,true,false,false
1124,2.69,-92.04,2020-10-14,8f9216109-91c8-57cf-7bf2-198fe36b0bee,ECU,FIORELLA L,2020-10-14 04:00:00,2020-10-29 09:00:00,tuna_purse_seines,Fishing,735057790,741547400,HC2453,2020-08-01 14:07:46,2023-08-10 11:49:30,1.1,IATTC-3610|IMO-7415474,FIORELLA L,FIORELLAL,HC2453,7415474,ECU,2020-09-29 19:59:21 UTC,2022-06-30 22:00:12 UTC,tuna_purse_seines,39.4,476.4,982.1,true,false,false
1125,2.65,-92.01,2020-10-14,8f9216109-91c8-57cf-7bf2-198fe36b0bee,ECU,FIORELLA L,2020-10-14 04:00:00,2020-10-29 09:00:00,tuna_purse_seines,Fishing,735057790,741547400,HC2453,2020-08-01 14:07:46,2023-08-10 11:49:30,1.26,IATTC-3610|IMO-7415474,FIORELLA L,FIORELLAL,HC2453,7415474,ECU,2020-09-29 19:59:21 UTC,2022-06-30 22:00:12 UTC,tuna_purse_seines,39.4,476.4,982.1,true,false,false
1126,2.63,-91.99,2020-10-14,8f9216109-91c8-57cf-7bf2-198fe36b0bee,ECU,FIORELLA L,2020-10-14 04:00:00,2020-10-29 09:00:00,tuna_purse_seines,Fishing,735057790,741547400,HC2453,2020-08-01 14:07:46,2023-08-10 11:49:30,1.75,IATTC-3610|IMO-7415474,FIORELLA L,FIORELLAL,HC2453,7415474,ECU,2020-09-29 19:59:21 UTC,2022-06-30 22:00:12 UTC,tuna_purse_seines,39.4,476.4,982.1,true,false,false
1127,1.99,-90.85,2020-10-15,8f9216109-91c8-57cf-7bf2-198fe36b0bee,ECU,FIORELLA L,2020-10-14 04:00:00,2020-10-29 09:00:00,tuna_purse_seines,Fishing,735057790,741547400,HC2453,2020-08-01 14:07:46,2023-08-10 11:49:30,1.01,IATTC-3610|IMO-7415474,FIORELLA L,FIORELLAL,HC2453,7415474,ECU,2020-09-29 19:59:21 UTC,2022-06-30 22:00:12 UTC,tuna_purse_seines,39.4,476.4,982.1,true,false,false
1128,1.26,-92.9,2020-10-10,98f5b0cec-cc69-5536-5b02-d0d911671568,ECU,DONA CHULE,2020-01-14 10:00:00,2020-11-06 17:00:00,tuna_purse_seines,Fishing,735059025,0,HC:2866,2017-08-07 19:54:20,2023-08-13 23:58:37,1.11,IATTC-3724|IMO-7369663,DONACHULE,DONACHULE,HC2866,7369663,ECU,2017-08-09 04:16:32 UTC,2022-06-30 22:07:23 UTC,tuna_purse_seines,51.6,779,2141,true,false,false
1129,2.33,-92.33,2020-10-21,98f5b0cec-cc69-5536-5b02-d0d911671568,ECU,DONA CHULE,2020-01-14 10:00:00,2020-11-06 17:00:00,tuna_purse_seines,Fishing,735059025,0,HC:2866,2017-08-07 19:54:20,2023-08-13 23:58:37,2.45,IATTC-3724|IMO-7369663,DONACHULE,DONACHULE,HC2866,7369663,ECU,2017-08-09 04:16:32 UTC,2022-06-30 22:07:23 UTC,tuna_purse_seines,51.6,779,2141,true,false,false
1130,2.3,-92.33,2020-10-21,98f5b0cec-cc69-5536-5b02-d0d911671568,ECU,DONA CHULE,2020-01-14 10:00:00,2020-11-06 17:00:00,tuna_purse_seines,Fishing,735059025,0,HC:2866,2017-08-07 19:54:20,2023-08-13 23:58:37,0.81,IATTC-3724|IMO-7369663,DONACHULE,DONACHULE,HC2866,7369663,ECU,2017-08-09 04:16:32 UTC,2022-06-30 22:07:23 UTC,tuna_purse_seines,51.6,779,2141,true,false,false
1131,1.55,-92.8,2020-10-22,98f5b0cec-cc69-5536-5b02-d0d911671568,ECU,DONA CHULE,2020-01-14 10:00:00,2020-11-06 17:00:00,tuna_purse_seines,Fishing,735059025,0,HC:2866,2017-08-07 19:54:20,2023-08-13 23:58:37,1.24,IATTC-3724|IMO-7369663,DONACHULE,DONACHULE,HC2866,7369663,ECU,2017-08-09 04:16:32 UTC,2022-06-30 22:07:23 UTC,tuna_purse_seines,51.6,779,2141,true,false,false
1132,2.51,-92.02,2020-10-13,a72312950-080f-9ac9-66f9-4330a707ca5a,VEN,CAYUDE,2020-09-26 14:00:00,2020-10-13 16:00:00,tuna_purse_seines,Fishing,775627000,6487626,YYEH,2018-10-01 08:09:48,2022-11-01 13:19:49,1.14,IATTC-3649|ICCAT-AT000VEN00012|IMO-7601736,CAYUDE,CAYUDE,YYEH,7601736,VEN,2012-01-04 03:28:45 UTC,2022-05-25 11:11:41 UTC,tuna_purse_seines,64,1054.3,2684.5,true,false,false
1133,2.21,-92.85,2020-10-24,db5cd7a2a-a9dd-4c52-00ac-4c6980d9a029,ECU,ALIZE,2020-10-16 12:00:00,2020-11-06 13:00:00,tuna_purse_seines,Fishing,735057701,7327885,HC2920,2020-09-29 20:29:39,2023-08-13 23:26:21,1.98,IATTC-3838|IMO-7327885,ALIZE,ALIZE,HC2920,7327885,ECU,2020-09-30 12:45:28 UTC,2022-06-27 02:52:01 UTC,tuna_purse_seines,51.4,810,1339.1,true,false,false
1134,1.91,-92.83,2020-10-23,db5cd7a2a-a9dd-4c52-00ac-4c6980d9a029,ECU,ALIZE,2020-10-16 12:00:00,2020-11-06 13:00:00,tuna_purse_seines,Fishing,735057701,7327885,HC2920,2020-09-29 20:29:39,2023-08-13 23:26:21,0.91,IATTC-3838|IMO-7327885,ALIZE,ALIZE,HC2920,7327885,ECU,2020-09-30 12:45:28 UTC,2022-06-27 02:52:01 UTC,tuna_purse_seines,51.4,810,1339.1,true,false,false
1135,1.89,-92.8,2020-10-23,db5cd7a2a-a9dd-4c52-00ac-4c6980d9a029,ECU,ALIZE,2020-10-16 12:00:00,2020-11-06 13:00:00,tuna_purse_seines,Fishing,735057701,7327885,HC2920,2020-09-29 20:29:39,2023-08-13 23:26:21,2.21,IATTC-3838|IMO-7327885,ALIZE,ALIZE,HC2920,7327885,ECU,2020-09-30 12:45:28 UTC,2022-06-27 02:52:01 UTC,tuna_purse_seines,51.4,810,1339.1,true,false,false
1136,2.75,-91.88,2020-10-18,db5cd7a2a-a9dd-4c52-00ac-4c6980d9a029,ECU,ALIZE,2020-10-16 12:00:00,2020-11-06 13:00:00,tuna_purse_seines,Fishing,735057701,7327885,HC2920,2020-09-29 20:29:39,2023-08-13 23:26:21,2.1,IATTC-3838|IMO-7327885,ALIZE,ALIZE,HC2920,7327885,ECU,2020-09-30 12:45:28 UTC,2022-06-27 02:52:01 UTC,tuna_purse_seines,51.4,810,1339.1,true,false,false
1137,2.76,-91.88,2020-10-19,db5cd7a2a-a9dd-4c52-00ac-4c6980d9a029,ECU,ALIZE,2020-10-16 12:00:00,2020-11-06 13:00:00,tuna_purse_seines,Fishing,735057701,7327885,HC2920,2020-09-29 20:29:39,2023-08-13 23:26:21,1.12,IATTC-3838|IMO-7327885,ALIZE,ALIZE,HC2920,7327885,ECU,2020-09-30 12:45:28 UTC,2022-06-27 02:52:01 UTC,tuna_purse_seines,51.4,810,1339.1,true,false,false
1138,2.72,-91.87,2020-10-19,db5cd7a2a-a9dd-4c52-00ac-4c6980d9a029,ECU,ALIZE,2020-10-16 12:00:00,2020-11-06 13:00:00,tuna_purse_seines,Fishing,735057701,7327885,HC2920,2020-09-29 20:29:39,2023-08-13 23:26:21,0.97,IATTC-3838|IMO-7327885,ALIZE,ALIZE,HC2920,7327885,ECU,2020-09-30 12:45:28 UTC,2022-06-27 02:52:01 UTC,tuna_purse_seines,51.4,810,1339.1,true,false,false
1139,2.19,-91.16,2020-10-17,db5cd7a2a-a9dd-4c52-00ac-4c6980d9a029,ECU,ALIZE,2020-10-16 12:00:00,2020-11-06 13:00:00,tuna_purse_seines,Fishing,735057701,7327885,HC2920,2020-09-29 20:29:39,2023-08-13 23:26:21,2.05,IATTC-3838|IMO-7327885,ALIZE,ALIZE,HC2920,7327885,ECU,2020-09-30 12:45:28 UTC,2022-06-27 02:52:01 UTC,tuna_purse_seines,51.4,810,1339.1,true,false,false
1140,3.18,-90.27,2020-10-29,facd885ef-fe5d-a83a-d760-c68471fbf289,ECU,SIEMPRE MI ARCA,2020-08-20 13:00:00,2020-12-09 06:00:00,drifting_longlines,Fishing,735058993,NA,HC5299,2020-03-14 21:31:15,2023-08-02 22:48:43,1.26,IATTC-17074|IMO-8555518,SIEMPRE MI ARCA,SIEMPREMIARCA,HC5299,8555518,ECU,2020-03-14 21:31:15 UTC,2022-06-29 15:55:04 UTC,drifting_longlines,23.4,148.5,358.1,true,false,false
1141,2.95,-90.04,2020-10-31,facd885ef-fe5d-a83a-d760-c68471fbf289,ECU,SIEMPRE MI ARCA,2020-08-20 13:00:00,2020-12-09 06:00:00,drifting_longlines,Fishing,735058993,NA,HC5299,2020-03-14 21:31:15,2023-08-02 22:48:43,1.49,IATTC-17074|IMO-8555518,SIEMPRE MI ARCA,SIEMPREMIARCA,HC5299,8555518,ECU,2020-03-14 21:31:15 UTC,2022-06-29 15:55:04 UTC,drifting_longlines,23.4,148.5,358.1,true,false,false
1142,1.2,-92.71,2020-11-07,088e231f0-0cf8-9521-d622-9f2a973f0902,ECU,PANCHITO L,2020-06-07 03:00:00,2020-11-07 22:00:00,tuna_purse_seines,Fishing,735059084,821298400,HC4227,2020-05-18 14:14:56,2023-07-27 13:56:37,0.67,IATTC-3892|IMO-8212984,PANCHITOL,PANCHITOL,HC4227,8212984,ECU,2020-05-18 14:16:08 UTC,2022-06-13 11:20:00 UTC,tuna_purse_seines,55.2,1002,2680.1,true,false,false
1143,1.14,-92.7,2020-11-07,088e231f0-0cf8-9521-d622-9f2a973f0902,ECU,PANCHITO L,2020-06-07 03:00:00,2020-11-07 22:00:00,tuna_purse_seines,Fishing,735059084,821298400,HC4227,2020-05-18 14:14:56,2023-07-27 13:56:37,1.53,IATTC-3892|IMO-8212984,PANCHITOL,PANCHITOL,HC4227,8212984,ECU,2020-05-18 14:16:08 UTC,2022-06-13 11:20:00 UTC,tuna_purse_seines,55.2,1002,2680.1,true,false,false
1144,1.49,-92.83,2020-11-06,4b8c24129-9b39-2a07-2ef2-5f25101bd04a,ECU,SOUTHERN QUEEN,2020-10-16 12:00:00,2020-12-30 13:00:00,tuna_purse_seines,Fishing,735057551,7309003,HC2304,2020-03-03 14:37:19,2023-07-19 06:41:57,0.81,IATTC-2806|IMO-7309003,SOUTHERN QUEEN,SOUTHERNQUEEN,HC2304,7309003,ECU,2020-03-03 15:10:13 UTC,2021-08-05 17:47:30 UTC,purse_seines,36.8,250.7,705.7,true,false,false
1145,2.28,-91.5,2020-11-05,4b8c24129-9b39-2a07-2ef2-5f25101bd04a,ECU,SOUTHERN QUEEN,2020-10-16 12:00:00,2020-12-30 13:00:00,tuna_purse_seines,Fishing,735057551,7309003,HC2304,2020-03-03 14:37:19,2023-07-19 06:41:57,1.09,IATTC-2806|IMO-7309003,SOUTHERN QUEEN,SOUTHERNQUEEN,HC2304,7309003,ECU,2020-03-03 15:10:13 UTC,2021-08-05 17:47:30 UTC,purse_seines,36.8,250.7,705.7,true,false,false
1146,0.75,-92.66,2020-11-09,4b8c24129-9b39-2a07-2ef2-5f25101bd04a,ECU,SOUTHERN QUEEN,2020-10-16 12:00:00,2020-12-30 13:00:00,tuna_purse_seines,Fishing,735057551,7309003,HC2304,2020-03-03 14:37:19,2023-07-19 06:41:57,0.99,IATTC-2806|IMO-7309003,SOUTHERN QUEEN,SOUTHERNQUEEN,HC2304,7309003,ECU,2020-03-03 15:10:13 UTC,2021-08-05 17:47:30 UTC,purse_seines,36.8,250.7,705.7,true,false,false
1147,2.91,-90.79,2020-11-22,50aeee950-0b3a-97d1-54a9-3b892d2e5f3e,ECU,PESQUERO OCEANIC,2020-11-20 09:00:00,2020-11-22 19:00:00,drifting_longlines,Fishing,735059955,0,HC6362,2019-07-19 15:08:31,2023-08-13 23:58:19,1.13,IATTC-18112,OCEANIC,OCEANIC,HC6362,NA,ECU,2019-07-20 15:38:04 UTC,2021-08-30 00:19:30 UTC,drifting_longlines,25,164,NA,true,false,false
1148,2.96,-90.7,2020-11-22,50aeee950-0b3a-97d1-54a9-3b892d2e5f3e,ECU,PESQUERO OCEANIC,2020-11-20 09:00:00,2020-11-22 19:00:00,drifting_longlines,Fishing,735059955,0,HC6362,2019-07-19 15:08:31,2023-08-13 23:58:19,0.26,IATTC-18112,OCEANIC,OCEANIC,HC6362,NA,ECU,2019-07-20 15:38:04 UTC,2021-08-30 00:19:30 UTC,drifting_longlines,25,164,NA,true,false,false
1149,3.1,-90.08,2020-11-21,50aeee950-0b3a-97d1-54a9-3b892d2e5f3e,ECU,PESQUERO OCEANIC,2020-11-20 09:00:00,2020-11-22 19:00:00,drifting_longlines,Fishing,735059955,0,HC6362,2019-07-19 15:08:31,2023-08-13 23:58:19,1,IATTC-18112,OCEANIC,OCEANIC,HC6362,NA,ECU,2019-07-20 15:38:04 UTC,2021-08-30 00:19:30 UTC,drifting_longlines,25,164,NA,true,false,false
1150,1.35,-92.73,2020-11-02,649b81b3d-d8c6-59a0-cb70-e9e220734d2d,ECU,DOMENICA L,2020-10-21 16:00:00,2020-12-07 03:00:00,tuna_purse_seines,Fishing,735057650,800088600,HC2877,2020-09-17 19:31:41,2021-12-30 18:26:40,0.98,IATTC-3385|IMO-8000886,DOMENICAL,DOMENICAL,HC2877,8000886,ECU,2020-09-17 19:55:33 UTC,2022-06-30 22:56:25 UTC,tuna_purse_seines,34.6,320.8,982.1,true,false,false
1151,2.45,-91.68,2020-11-05,98f5b0cec-cc69-5536-5b02-d0d911671568,ECU,DONA CHULE,2020-01-14 10:00:00,2020-11-06 17:00:00,tuna_purse_seines,Fishing,735059025,0,HC:2866,2017-08-07 19:54:20,2023-08-13 23:58:37,0.54,IATTC-3724|IMO-7369663,DONACHULE,DONACHULE,HC2866,7369663,ECU,2017-08-09 04:16:32 UTC,2022-06-30 22:07:23 UTC,tuna_purse_seines,51.6,779,2141,true,false,false
1152,2.68,-90.48,2020-11-06,98f5b0cec-cc69-5536-5b02-d0d911671568,ECU,DONA CHULE,2020-01-14 10:00:00,2020-11-06 17:00:00,tuna_purse_seines,Fishing,735059025,0,HC:2866,2017-08-07 19:54:20,2023-08-13 23:58:37,1.02,IATTC-3724|IMO-7369663,DONACHULE,DONACHULE,HC2866,7369663,ECU,2017-08-09 04:16:32 UTC,2022-06-30 22:07:23 UTC,tuna_purse_seines,51.6,779,2141,true,false,false
1153,2.56,-90.47,2020-11-06,98f5b0cec-cc69-5536-5b02-d0d911671568,ECU,DONA CHULE,2020-01-14 10:00:00,2020-11-06 17:00:00,tuna_purse_seines,Fishing,735059025,0,HC:2866,2017-08-07 19:54:20,2023-08-13 23:58:37,0.82,IATTC-3724|IMO-7369663,DONACHULE,DONACHULE,HC2866,7369663,ECU,2017-08-09 04:16:32 UTC,2022-06-30 22:07:23 UTC,tuna_purse_seines,51.6,779,2141,true,false,false
1154,2.72,-90.78,2020-11-01,eb1c66c43-3cf8-6157-acb0-e12bb0f6e434,ECU,ELCONDE,2020-10-16 15:00:00,2020-12-31 00:00:00,tuna_purse_seines,Fishing,735058209,7017777,HC4944,2020-02-06 22:43:25,2023-03-26 04:53:13,0.56,IATTC-13561|IMO-7017777,EL CONDE,ELCONDE,HC4944,7017777,ECU,2020-02-06 23:04:07 UTC,2021-05-21 15:37:12 UTC,purse_seines,33.3,245.5,969.4,true,false,false
1155,0.52,-92.62,2020-11-10,ed76e5578-8f7d-2e31-1af3-cc129d6ae7b9,ECU,FORTICA,2020-07-11 13:00:00,2020-12-07 22:00:00,tuna_purse_seines,Fishing,735058781,791986000,HC5135,2020-06-11 14:00:40,2023-08-02 22:43:16,1.01,IATTC-14619|IMO-7919860,FORTICA,FORTICA,HC5135,7919860,ECU,2020-06-11 15:07:29 UTC,2022-06-21 15:39:48 UTC,purse_seines,33.3,257.5,742,true,false,false
1156,2.59,-90.26,2020-12-13,4b8c24129-9b39-2a07-2ef2-5f25101bd04a,ECU,SOUTHERN QUEEN,2020-10-16 12:00:00,2020-12-30 13:00:00,tuna_purse_seines,Fishing,735057551,7309003,HC2304,2020-03-03 14:37:19,2023-07-19 06:41:57,1.08,IATTC-2806|IMO-7309003,SOUTHERN QUEEN,SOUTHERNQUEEN,HC2304,7309003,ECU,2020-03-03 15:10:13 UTC,2021-08-05 17:47:30 UTC,purse_seines,36.8,250.7,705.7,true,false,false
1157,2.26,-91.47,2020-12-02,649b81b3d-d8c6-59a0-cb70-e9e220734d2d,ECU,DOMENICA L,2020-10-21 16:00:00,2020-12-07 03:00:00,tuna_purse_seines,Fishing,735057650,800088600,HC2877,2020-09-17 19:31:41,2021-12-30 18:26:40,0.89,IATTC-3385|IMO-8000886,DOMENICAL,DOMENICAL,HC2877,8000886,ECU,2020-09-17 19:55:33 UTC,2022-06-30 22:56:25 UTC,tuna_purse_seines,34.6,320.8,982.1,true,false,false
1158,2.32,-92.75,2020-12-07,ed76e5578-8f7d-2e31-1af3-cc129d6ae7b9,ECU,FORTICA,2020-07-11 13:00:00,2020-12-07 22:00:00,tuna_purse_seines,Fishing,735058781,791986000,HC5135,2020-06-11 14:00:40,2023-08-02 22:43:16,1,IATTC-14619|IMO-7919860,FORTICA,FORTICA,HC5135,7919860,ECU,2020-06-11 15:07:29 UTC,2022-06-21 15:39:48 UTC,purse_seines,33.3,257.5,742,true,false,false
1159,2.5,-89.25,2020-11-03,4b8c24129-9b39-2a07-2ef2-5f25101bd04a,ECU,SOUTHERN QUEEN,2020-10-16 12:00:00,2020-12-30 13:00:00,tuna_purse_seines,Fishing,735057551,7309003,HC2304,2020-03-03 14:37:19,2023-07-19 06:41:57,1.06,IATTC-2806|IMO-7309003,SOUTHERN QUEEN,SOUTHERNQUEEN,HC2304,7309003,ECU,2020-03-03 15:10:13 UTC,2021-08-05 17:47:30 UTC,purse_seines,36.8,250.7,705.7,true,false,false
1160,2.58,-88.88,2020-11-02,4b8c24129-9b39-2a07-2ef2-5f25101bd04a,ECU,SOUTHERN QUEEN,2020-10-16 12:00:00,2020-12-30 13:00:00,tuna_purse_seines,Fishing,735057551,7309003,HC2304,2020-03-03 14:37:19,2023-07-19 06:41:57,1.16,IATTC-2806|IMO-7309003,SOUTHERN QUEEN,SOUTHERNQUEEN,HC2304,7309003,ECU,2020-03-03 15:10:13 UTC,2021-08-05 17:47:30 UTC,purse_seines,36.8,250.7,705.7,true,false,false
1161,3.08,-89.85,2020-11-21,50aeee950-0b3a-97d1-54a9-3b892d2e5f3e,ECU,PESQUERO OCEANIC,2020-11-20 09:00:00,2020-11-22 19:00:00,drifting_longlines,Fishing,735059955,0,HC6362,2019-07-19 15:08:31,2023-08-13 23:58:19,1.83,IATTC-18112,OCEANIC,OCEANIC,HC6362,NA,ECU,2019-07-20 15:38:04 UTC,2021-08-30 00:19:30 UTC,drifting_longlines,25,164,NA,true,false,false
1162,2.99,-89.47,2020-11-20,50aeee950-0b3a-97d1-54a9-3b892d2e5f3e,ECU,PESQUERO OCEANIC,2020-11-20 09:00:00,2020-11-22 19:00:00,drifting_longlines,Fishing,735059955,0,HC6362,2019-07-19 15:08:31,2023-08-13 23:58:19,0.16,IATTC-18112,OCEANIC,OCEANIC,HC6362,NA,ECU,2019-07-20 15:38:04 UTC,2021-08-30 00:19:30 UTC,drifting_longlines,25,164,NA,true,false,false
1163,2.55,-89.39,2020-11-18,eb1c66c43-3cf8-6157-acb0-e12bb0f6e434,ECU,ELCONDE,2020-10-16 15:00:00,2020-12-31 00:00:00,tuna_purse_seines,Fishing,735058209,7017777,HC4944,2020-02-06 22:43:25,2023-03-26 04:53:13,0.57,IATTC-13561|IMO-7017777,EL CONDE,ELCONDE,HC4944,7017777,ECU,2020-02-06 23:04:07 UTC,2021-05-21 15:37:12 UTC,purse_seines,33.3,245.5,969.4,true,false,false
1164,2.55,-89.4,2020-11-18,eb1c66c43-3cf8-6157-acb0-e12bb0f6e434,ECU,ELCONDE,2020-10-16 15:00:00,2020-12-31 00:00:00,tuna_purse_seines,Fishing,735058209,7017777,HC4944,2020-02-06 22:43:25,2023-03-26 04:53:13,1.25,IATTC-13561|IMO-7017777,EL CONDE,ELCONDE,HC4944,7017777,ECU,2020-02-06 23:04:07 UTC,2021-05-21 15:37:12 UTC,purse_seines,33.3,245.5,969.4,true,false,false
1165,2.43,-88.72,2020-11-02,eb1c66c43-3cf8-6157-acb0-e12bb0f6e434,ECU,ELCONDE,2020-10-16 15:00:00,2020-12-31 00:00:00,tuna_purse_seines,Fishing,735058209,7017777,HC4944,2020-02-06 22:43:25,2023-03-26 04:53:13,1.3,IATTC-13561|IMO-7017777,EL CONDE,ELCONDE,HC4944,7017777,ECU,2020-02-06 23:04:07 UTC,2021-05-21 15:37:12 UTC,purse_seines,33.3,245.5,969.4,true,false,false
1166,2.69,-88.59,2020-11-23,eb1c66c43-3cf8-6157-acb0-e12bb0f6e434,ECU,ELCONDE,2020-10-16 15:00:00,2020-12-31 00:00:00,tuna_purse_seines,Fishing,735058209,7017777,HC4944,2020-02-06 22:43:25,2023-03-26 04:53:13,0.92,IATTC-13561|IMO-7017777,EL CONDE,ELCONDE,HC4944,7017777,ECU,2020-02-06 23:04:07 UTC,2021-05-21 15:37:12 UTC,purse_seines,33.3,245.5,969.4,true,false,false
1167,2.82,-88.77,2020-12-15,4b8c24129-9b39-2a07-2ef2-5f25101bd04a,ECU,SOUTHERN QUEEN,2020-10-16 12:00:00,2020-12-30 13:00:00,tuna_purse_seines,Fishing,735057551,7309003,HC2304,2020-03-03 14:37:19,2023-07-19 06:41:57,1.29,IATTC-2806|IMO-7309003,SOUTHERN QUEEN,SOUTHERNQUEEN,HC2304,7309003,ECU,2020-03-03 15:10:13 UTC,2021-08-05 17:47:30 UTC,purse_seines,36.8,250.7,705.7,true,false,false
1168,2.43,-89.18,2020-12-16,eb1c66c43-3cf8-6157-acb0-e12bb0f6e434,ECU,ELCONDE,2020-10-16 15:00:00,2020-12-31 00:00:00,tuna_purse_seines,Fishing,735058209,7017777,HC4944,2020-02-06 22:43:25,2023-03-26 04:53:13,0.04,IATTC-13561|IMO-7017777,EL CONDE,ELCONDE,HC4944,7017777,ECU,2020-02-06 23:04:07 UTC,2021-05-21 15:37:12 UTC,purse_seines,33.3,245.5,969.4,true,false,false
1169,2.37,-88.71,2020-12-15,eb1c66c43-3cf8-6157-acb0-e12bb0f6e434,ECU,ELCONDE,2020-10-16 15:00:00,2020-12-31 00:00:00,tuna_purse_seines,Fishing,735058209,7017777,HC4944,2020-02-06 22:43:25,2023-03-26 04:53:13,1.12,IATTC-13561|IMO-7017777,EL CONDE,ELCONDE,HC4944,7017777,ECU,2020-02-06 23:04:07 UTC,2021-05-21 15:37:12 UTC,purse_seines,33.3,245.5,969.4,true,false,false
1170,2.33,-88.54,2020-12-15,eb1c66c43-3cf8-6157-acb0-e12bb0f6e434,ECU,ELCONDE,2020-10-16 15:00:00,2020-12-31 00:00:00,tuna_purse_seines,Fishing,735058209,7017777,HC4944,2020-02-06 22:43:25,2023-03-26 04:53:13,1.84,IATTC-13561|IMO-7017777,EL CONDE,ELCONDE,HC4944,7017777,ECU,2020-02-06 23:04:07 UTC,2021-05-21 15:37:12 UTC,purse_seines,33.3,245.5,969.4,true,false,false
